,OFFENSE_CODE_GROUP,DISTRICT,YEAR,MONTH,DAY_OF_WEEK,HOUR,Lat,Long
95429,Larceny,B2,2018,10,2,13,42.32681832,-71.07699974
95432,Larceny,E18,2018,10,1,16,42.27458078,-71.11766502
95465,Larceny,A1,2018,10,3,10,42.35591935,-71.06000539
95471,Larceny,B2,2018,10,3,9,42.30576686,-71.08097517
95494,Larceny,B2,2018,10,2,8,42.30576686,-71.08097517
95505,Larceny,D4,2018,10,3,8,42.33675016,-71.07662788
95539,Larceny,A1,2018,10,3,3,42.35327561,-71.06345772
95566,Larceny,D4,2018,10,2,20,42.34369126,-71.09103449999999
95578,Larceny,A1,2018,10,2,17,42.36025385,-71.06447113
95582,Larceny,C6,2018,10,2,15,42.33727071,-71.04991994
95584,Larceny,D4,2018,10,2,19,42.34225888,-71.07749696
95586,Larceny,E13,2018,10,6,10,42.31451479,-71.0947082
95587,Larceny,C6,2018,10,2,15,42.33727071,-71.04991994
95588,Larceny,D4,2018,10,2,16,42.33395125,-71.07538939
95599,Larceny,B2,2018,10,2,19,42.33363925,-71.10589317
95600,Larceny,D4,2018,10,1,15,42.34667542,-71.06695768
95604,Larceny,C11,2018,10,2,19,42.27952069,-71.06543054
95607,Larceny,B2,2018,10,2,19,42.33799689,-71.1056602
95619,Larceny,D4,2018,10,2,17,42.33816387,-71.07461217
95621,Larceny,A1,2018,10,2,17,42.36109742,-71.06206081
95651,Larceny,C11,2018,10,3,0,42.29426595,-71.05968487
95662,Larceny,A1,2018,10,2,14,42.35997967,-71.05474135
95663,Larceny,A1,2018,10,2,14,42.35997967,-71.05474135
95681,Larceny,A1,2018,10,2,15,42.35645514,-71.06956975
95693,Larceny,C6,2018,10,2,15,42.33210843,-71.07014395
95695,Larceny,D4,2018,10,1,20,42.34489594,-71.09659186
95701,Larceny,A1,2018,10,2,13,42.35887889,-71.0508747
95710,Larceny,B2,2018,10,2,14,42.30812619,-71.07692974
95713,Larceny,D4,2018,10,3,22,42.34285014,-71.06516235
95720,Larceny,D4,2018,10,2,11,42.35055412,-71.09056227
95722,Larceny,A1,2018,10,2,12,42.35512339,-71.0608798
95755,Larceny,D4,2018,10,1,21,42.34255587,-71.09807867
95760,Larceny,C11,2018,10,2,11,42.3036967,-71.07104897
95770,Larceny,E18,2018,10,2,11,42.2518944,-71.1253531
95772,Larceny,C11,2018,10,2,8,42.30144714,-71.07681348
95780,Larceny,D4,2018,10,2,10,42.34862382,-71.08277637
95786,Larceny,A15,2018,8,1,13,42.37385595,-71.05168939
95798,Larceny,D4,2018,9,7,15,42.34412628,-71.09942777
95806,Larceny,A15,2018,10,1,22,42.37515302,-71.05841364
95821,Larceny,B2,2018,10,2,6,42.325028700000004,-71.07341448
95827,Larceny,D4,2018,10,2,7,42.34493428,-71.06366374
95834,Larceny,D4,2018,9,1,6,42.33675016,-71.07662788
95850,Larceny,D4,2018,10,2,1,42.33511904,-71.0749171
95859,Larceny,D14,2018,10,1,0,42.36312194,-71.13056327
95860,Larceny,D14,2018,10,1,0,42.36312194,-71.13056327
95861,Larceny,D14,2018,10,1,0,42.36312194,-71.13056327
95904,Larceny,A1,2018,10,1,16,42.35645514,-71.06956975
95913,Larceny,C11,2018,5,4,12,42.28981696,-71.06760634
95918,Larceny,C11,2018,10,5,10,42.31427776,-71.05997267
95919,Larceny,A1,2018,10,1,18,42.35997967,-71.05474135
95925,Larceny,D4,2018,10,1,18,42.34840576,-71.08688339
95933,Larceny,B3,2018,10,1,17,42.28515394,-71.09102185
95936,Larceny,D4,2018,10,1,15,42.34416701,-71.10359107
95937,Larceny,D4,2018,10,1,17,42.35176179,-71.07452168
95939,Larceny,C11,2018,10,1,17,42.2908347,-71.06288798
95955,Larceny,D4,2018,10,1,15,42.34492261,-71.08109885
95958,Larceny,D4,2018,10,1,15,42.35095909,-71.0741278
95971,Larceny,B2,2018,10,1,15,42.33192532,-71.08411222
95974,Larceny,A1,2018,10,1,15,42.36020464,-71.05620816
95984,Larceny,C6,2018,10,1,14,42.347972399999996,-71.07849582
95985,Larceny,A1,2018,10,1,1,42.35241815,-71.06525499
96005,Larceny,A1,2018,10,1,13,42.36062746,-71.05601800000001
96024,Larceny,D4,2018,10,7,20,42.3470248,-71.08516365
96034,Larceny,B2,2018,10,1,10,42.33380683,-71.10377843
96086,Larceny,B3,2018,10,7,22,42.27855984,-71.09199697
96096,Larceny,A1,2018,10,7,23,42.3616972,-71.06685878
96112,Larceny,D4,2018,10,7,14,42.34585625,-71.08099529
96119,Larceny,A1,2018,10,7,21,42.35741043,-71.0596213
96120,Larceny,E18,2018,10,7,21,42.25036323,-71.12175924
96130,Larceny,B2,2018,10,7,18,42.33152148,-71.07085307
96137,Larceny,E13,2018,10,7,19,42.27531312,-71.11587798
96139,Larceny,D4,2018,10,7,16,42.35059717,-71.07881031
96143,Larceny,A15,2018,10,7,19,42.37597598,-71.06503844
96160,Larceny,D14,2018,10,5,8,42.34475099,-71.14600972
96163,Larceny,D4,2018,10,7,16,42.33792266,-71.09526598
96193,Larceny,C6,2018,10,6,23,42.33014012,-71.05695787
96195,Larceny,D4,2018,10,7,15,42.34701666,-71.06886238
96203,Larceny,A1,2018,10,6,0,42.35120708,-71.05987799
96219,Larceny,E13,2018,10,7,14,42.31888243,-71.09929423
96225,Larceny,A1,2018,10,7,12,42.35997967,-71.05474135
96234,Larceny,D4,2018,10,7,11,42.35176179,-71.07452168
96235,Larceny,D4,2018,10,7,11,42.34262866,-71.08051921
96238,Larceny,C6,2018,10,7,11,42.34556623,-71.05151508
96249,Larceny,D4,2018,10,6,20,42.34921756,-71.09099585
96250,Larceny,E5,2018,9,5,0,42.25845301,-71.14489226
96257,Larceny,C11,2018,10,7,10,42.30648026,-71.06675783
96259,Larceny,C11,2018,10,7,10,42.30648026,-71.06675783
96260,Larceny,D4,2018,10,7,10,42.34353469,-71.09980109
96262,Larceny,E5,2018,10,7,8,42.27562519,-71.13142204
96275,Larceny,D4,2018,10,6,19,42.34980175,-71.07840978
96307,Larceny,A1,2018,10,7,2,42.36192792,-71.07081974
96308,Larceny,B2,2018,10,6,23,42.30784206,-71.08650939
96421,Larceny,D4,2018,10,6,16,42.34932471,-71.08014801
96424,Larceny,A1,2018,10,6,15,42.36108179,-71.05698344
96430,Larceny,D4,2018,10,6,15,42.35095909,-71.0741278
96434,Larceny,A1,2018,10,6,10,42.36179428,-71.0571127
96439,Larceny,A15,2018,10,2,6,42.37981122,-71.06805395
96451,Larceny,D14,2018,10,4,13,42.35458677,-71.12673268
96454,Larceny,C6,2018,10,6,14,42.347972399999996,-71.07849582
96457,Larceny,B2,2018,10,4,22,42.33380683,-71.10377843
96467,Larceny,C6,2018,10,6,13,42.347972399999996,-71.07849582
96468,Larceny,C6,2018,10,6,12,42.347972399999996,-71.07849582
96493,Larceny,D4,2018,10,6,10,42.3353741,-71.0783156
96528,Larceny,C6,2018,10,6,8,42.32809966,-71.06321676
96563,Larceny,D4,2018,10,5,18,42.345903,-71.06946322
96571,Larceny,E13,2018,10,5,23,42.31193403,-71.11429090000001
96576,Larceny,B3,2018,10,5,15,42.28630083,-71.09447003
96620,Larceny,E18,2018,10,4,19,42.25722371,-71.11934685
96624,Larceny,D4,2018,10,5,19,42.33401829,-71.07638124
96634,Larceny,E18,2018,10,4,17,42.26846689,-71.12869578
96635,Larceny,A1,2018,10,3,2,42.35157221,-71.06353927
96641,Larceny,C11,2018,10,5,17,42.33511904,-71.0749171
96643,Larceny,D4,2018,10,4,12,42.34114797,-71.08246189
96671,Larceny,D14,2018,10,4,9,42.35167293,-71.16115206
96676,Larceny,D14,2018,9,4,20,42.35409679,-71.13615774
96679,Larceny,E5,2018,10,5,16,42.32696647,-71.06198607
96693,Larceny,D4,2018,10,5,15,42.35095909,-71.0741278
96723,Larceny,C6,2018,10,5,13,42.32553801,-71.06579592
96724,Larceny,E13,2018,10,5,13,42.31771534,-71.09823049
96727,Larceny,D4,2018,9,5,14,42.34160357,-71.0977175
96728,Larceny,D4,2018,9,7,21,42.34402604,-71.09615503
96735,Larceny,B3,2018,10,5,13,42.28741775,-71.08787231
96736,Larceny,D4,2018,10,5,11,42.34492261,-71.08109885
96738,Larceny,D4,2018,10,5,13,42.34332128,-71.10261424
96751,Larceny,A1,2018,9,5,13,42.34990221,-71.06981556
96772,Larceny,D14,2018,10,5,2,42.35224523,-71.16671139
96782,Larceny,A1,2018,10,5,11,42.35997967,-71.05474135
96783,Larceny,A1,2018,10,5,9,42.36527174,-71.05810044
96790,Larceny,E13,2018,9,3,9,42.31094683,-71.10812271
96804,Larceny,D4,2018,10,5,10,42.33621941,-71.07733761
96815,Larceny,B3,2018,10,5,9,42.27986526,-71.08798275
96830,Larceny,C6,2018,10,3,19,42.328937100000005,-71.05571742
96837,Larceny,A7,2018,10,5,9,42.37724639,-71.03259708
96838,Larceny,A7,2018,10,5,9,42.37724639,-71.03259708
96841,Larceny,B3,2018,10,5,8,42.26820198,-71.09367344
96890,Larceny,A1,2018,10,4,22,42.353007399999996,-71.05289344
96904,Larceny,E5,2018,10,4,22,42.30097793,-71.16744326
96906,Larceny,D4,2018,9,4,9,42.33401829,-71.07638124
96923,Larceny,D4,2018,10,4,12,42.35125126,-71.07305182
96937,Larceny,A1,2018,10,4,17,42.35512339,-71.0608798
96954,Larceny,D4,2018,9,4,17,42.34268073,-71.09937714
96955,Larceny,D4,2018,10,4,10,42.34709349,-71.08764568
96962,Larceny,A1,2018,10,2,22,42.36542502,-71.05957649
96963,Larceny,D4,2018,9,4,7,42.33675016,-71.07662788
96968,Larceny,D4,2018,7,2,7,42.33555954,-71.07436364
96972,Larceny,D4,2018,10,4,13,42.34813158,-71.08027002
96979,Larceny,C11,2018,9,4,23,42.28076737,-71.04736497
96983,Larceny,D14,2018,9,3,10,42.34914832,-71.131573
96989,Larceny,E18,2018,10,4,16,42.2518944,-71.1253531
96990,Larceny,B2,2018,8,7,14,42.33209622,-71.09860557
97001,Larceny,E13,2018,10,3,13,42.32461801,-71.10804116
97022,Larceny,D4,2018,10,4,14,42.34862382,-71.08277637
97053,Larceny,D4,2018,10,4,12,42.34932471,-71.08014801
97060,Larceny,D4,2018,9,3,0,42.34410718,-71.1018026
97080,Larceny,D4,2018,10,4,11,42.35176179,-71.07452168
97087,Larceny,C11,2018,10,4,11,42.30648026,-71.06675783
97089,Larceny,C11,2018,10,4,11,42.30648026,-71.06675783
97108,Larceny,B2,2018,10,4,10,42.32401893,-71.09680779
97112,Larceny,C6,2018,10,3,21,42.33210843,-71.07014395
97128,Larceny,C6,2018,10,4,9,42.32557398,-71.0524813
97165,Larceny,A1,2018,10,4,2,42.35143483,-71.06969334
97192,Larceny,A1,2018,10,3,20,42.35997967,-71.05474135
97203,Larceny,A1,2018,10,3,20,42.35754620000001,-71.05881953
97217,Larceny,C6,2018,10,3,19,42.347972399999996,-71.07849582
97219,Larceny,B2,2018,10,3,18,42.32579408,-71.08563758
97233,Larceny,D14,2018,10,3,17,42.35122786,-71.15928108
97252,Larceny,A1,2018,10,3,16,42.36110964,-71.06741369
97255,Larceny,C6,2018,9,2,11,42.33191971,-71.05210788
97259,Larceny,A1,2018,10,3,16,42.35895455,-71.05035005
97267,Larceny,B2,2018,10,2,15,42.33076942,-71.07766482
97273,Larceny,A1,2018,10,3,13,42.35997967,-71.05474135
97282,Larceny,C6,2018,10,3,16,42.33267791,-71.03733735
97285,Larceny,A1,2018,9,5,10,42.35892279,-71.05835354
97298,Larceny,A7,2018,10,3,14,42.38134495,-71.03238071
97308,Larceny,A1,2018,10,3,14,42.35680075,-71.05893025
97309,Larceny,B2,2018,10,3,14,42.32221645,-71.08206723
97315,Larceny,A1,2018,10,3,13,42.35942556,-71.05288819
97321,Larceny,C11,2018,10,2,15,42.29455164,-71.06718937
97348,Larceny,D4,2018,10,3,13,42.35237073,-71.07227173
97351,Larceny,B2,2018,10,3,13,42.30938437,-71.08262277
97353,Larceny,C6,2018,10,3,12,42.35325379,-71.04872409999999
97373,Larceny,A1,2018,10,3,11,42.36152577,-71.06133846
97411,Larceny,C6,2018,10,3,10,42.32553801,-71.06579592
97470,Larceny,C11,2018,10,2,22,42.2833592,-71.06859987
97505,Larceny,C11,2018,10,2,21,42.30569111,-71.06164783
97520,Larceny,B2,2018,10,2,15,42.31788176,-71.08911975
97521,Larceny,B2,2018,10,2,15,42.31788176,-71.08911975
97532,Larceny,D4,2018,10,2,19,42.34800978,-71.07669759999999
97534,Larceny,A1,2018,10,2,7,42.35512339,-71.0608798
97541,Larceny,A1,2018,10,2,16,42.35512339,-71.0608798
97568,Larceny,A1,2018,9,7,2,42.35822966,-71.05362239
97593,Larceny,A1,2018,10,2,15,42.36658726,-71.06019881
97596,Larceny,D4,2018,10,2,16,42.34749899,-71.07925506
97605,Larceny,E5,2018,10,2,15,42.32696647,-71.06198607
97613,Larceny,C11,2018,10,2,14,42.30536545,-71.06812632
97618,Larceny,D14,2018,10,1,10,42.36311276,-71.14222384
97624,Larceny,D4,2018,10,2,14,42.35521625,-71.06012863
97627,Larceny,D4,2018,10,2,14,42.34862382,-71.08277637
97631,Larceny,D4,2018,9,6,14,42.340815899999996,-71.0813838
97648,Larceny,A7,2018,9,7,0,42.37950444,-71.02857705
97649,Larceny,D4,2018,10,2,13,42.34243945,-71.0844553
97654,Larceny,D4,2018,10,2,12,42.35176179,-71.07452168
97668,Larceny,B2,2018,10,2,10,42.31195475,-71.07871912
97670,Larceny,D4,2018,10,2,11,42.35118005,-71.07666607
97673,Larceny,A7,2018,10,2,11,42.36856802,-71.04121708
97674,Larceny,A1,2018,10,2,8,42.3583249,-71.05784884
97714,Larceny,E5,2018,10,1,22,42.25943465,-71.14798064
97715,Larceny,B2,2018,10,2,8,42.32863172,-71.08309899
97749,Larceny,A1,2018,10,2,0,42.3649755,-71.062044
97756,Larceny,D4,2018,10,1,20,42.33401829,-71.07638124
97787,Larceny,D4,2018,10,1,20,42.33816387,-71.07461217
97793,Larceny,D4,2018,10,1,20,42.33827462,-71.07662934
97815,Larceny,D4,2018,10,1,15,42.34044966,-71.08845935
97827,Larceny,D4,2018,10,1,13,42.34980175,-71.07840978
97828,Larceny,A1,2018,10,1,17,42.35103105,-71.06373331
97830,Larceny,B3,2018,10,1,17,42.27130225,-71.07442362
97838,Larceny,D4,2018,9,1,16,42.34410718,-71.1018026
97845,Larceny,C6,2018,10,1,17,42.33210843,-71.07014395
97892,Larceny,A7,2018,9,6,14,42.37161486,-71.03766485
97893,Larceny,C6,2018,10,1,9,42.35384568,-71.04593135
97894,Larceny,A1,2018,9,2,0,42.352311900000004,-71.06370509999999
97911,Larceny,A1,2018,9,5,17,42.35916991,-71.05772912
97921,Larceny,B3,2018,9,1,10,42.27132363,-71.08183509
97925,Larceny,D4,2018,9,7,17,42.35095909,-71.0741278
97928,Larceny,C6,2018,10,1,11,42.3322228,-71.07167184
97940,Larceny,A1,2018,9,4,21,42.36761591,-71.06601359999999
97941,Larceny,D4,2018,10,1,10,42.34840576,-71.08688339
97945,Larceny,E13,2018,10,1,12,42.31193403,-71.11429090000001
97956,Larceny,D4,2018,9,5,22,42.34640381,-71.07551289
97961,Larceny,C6,2018,10,1,8,42.33313016,-71.05145759
97966,Larceny,D4,2018,10,1,10,42.34442266,-71.09833083
97980,Larceny,D14,2018,9,7,11,42.35264487,-71.15907019
97993,Larceny,A1,2018,10,1,9,42.35512339,-71.0608798
97995,Larceny,B3,2018,10,1,9,42.2920407,-71.07544515
97999,Larceny,D4,2018,9,7,0,42.34255587,-71.09807867
98029,Larceny,A1,2018,9,7,13,42.35916991,-71.05772912
98052,Larceny,D4,2018,9,7,22,42.35205262,-71.0734441
98100,Larceny,D4,2018,9,7,19,42.34840576,-71.08688339
98132,Larceny,B2,2018,9,7,18,42.32809966,-71.06321676
98151,Larceny,D4,2018,9,6,19,42.34862382,-71.08277637
98153,Larceny,C6,2018,9,7,17,42.33134462,-71.04266378
98162,Larceny,D4,2018,9,7,15,42.33816387,-71.07461217
98164,Larceny,D4,2018,9,5,19,42.346538200000005,-71.09880598
98172,Larceny,C6,2018,9,7,13,42.347972399999996,-71.07849582
98180,Larceny,D4,2018,9,7,15,42.34862382,-71.08277637
98187,Larceny,D4,2018,9,7,15,42.33753031,-71.07448985
98191,Larceny,D4,2018,9,6,15,42.34087158,-71.08145768
98197,Larceny,E13,2018,9,7,12,42.31193403,-71.11429090000001
98202,Larceny,A1,2018,9,7,6,42.35997967,-71.05474135
98205,Larceny,E13,2018,9,3,14,42.30202366,-71.10522286
98216,Larceny,E13,2018,5,2,12,42.3032717,-71.1251185
98231,Larceny,A15,2018,9,3,12,42.3773854,-71.05933256
98239,Larceny,D14,2018,9,7,0,42.35159398,-71.12865659
98249,Larceny,C11,2018,9,7,7,42.31022576,-71.06905888
98261,Larceny,D4,2018,9,7,4,42.3503787,-71.07626098
98326,Larceny,D4,2018,9,6,16,42.33653701,-71.07927092
98347,Larceny,D4,2018,9,6,18,42.34862382,-71.08277637
98354,Larceny,D4,2018,9,6,18,42.35118005,-71.07666607
98357,Larceny,A1,2018,9,6,11,42.35883898,-71.06608613
98392,Larceny,C11,2018,9,4,8,42.30421672,-71.05936906
98409,Larceny,B2,2018,9,6,13,42.32224255,-71.08277356
98412,Larceny,B2,2018,9,6,14,42.32347517,-71.0875019
98429,Larceny,D4,2018,9,1,6,42.34862382,-71.08277637
98438,Larceny,D4,2018,9,6,11,42.35095909,-71.0741278
98447,Larceny,A1,2018,9,6,10,42.37620267,-71.03979926
98448,Larceny,D4,2018,7,3,12,42.35237073,-71.07227173
98466,Larceny,E18,2018,9,6,10,42.28314714,-71.11374152
98471,Larceny,A1,2018,9,6,9,42.36303798,-71.05524751
98475,Larceny,D4,2018,9,6,9,42.35095909,-71.0741278
98518,Larceny,A1,2018,9,6,1,42.35143483,-71.06969334
98579,Larceny,A1,2018,9,5,18,42.36658726,-71.06019881
98623,Larceny,C6,2018,9,5,19,42.32553801,-71.06579592
98656,Larceny,C6,2018,9,5,17,42.33482917,-71.04705015
98660,Larceny,A1,2018,9,5,17,42.35648631,-71.05928145
98668,Larceny,E13,2018,9,5,16,42.30192862,-71.1396014
98670,Larceny,B2,2018,9,5,16,42.31981205,-71.08598239
98687,Larceny,B2,2018,9,5,15,42.31860134,-71.08405792
98698,Larceny,A7,2018,8,1,0,42.3882309,-71.00711879
98726,Larceny,D4,2018,9,3,20,42.34190663,-71.08016868
98729,Larceny,B3,2018,9,5,13,42.27270021,-71.09971518
98749,Larceny,D14,2018,9,2,16,42.33835433,-71.1483583
98750,Larceny,B2,2018,9,5,15,42.33972732,-71.1086826
98753,Larceny,D4,2018,9,5,11,42.34980175,-71.07840978
98781,Larceny,A1,2018,9,5,10,42.35942556,-71.05288819
98784,Larceny,B2,2018,9,7,10,42.3189792,-71.07964653
98787,Larceny,D4,2018,9,3,0,42.34423781,-71.06296440000001
98809,Larceny,D4,2018,9,5,10,42.34353469,-71.09980109
98814,Larceny,B2,2018,9,5,8,42.33044113,-71.08373481
98832,Larceny,B2,2018,9,5,8,42.32042206,-71.09360887
98852,Larceny,A7,2018,9,5,7,42.38053192,-71.03510439
98861,Larceny,C11,2018,9,5,2,42.29767279,-71.04941018
98899,Larceny,A7,2018,9,4,20,42.38226872,-71.03026507
98911,Larceny,B3,2018,9,4,20,42.30082268,-71.08589873
98918,Larceny,A1,2018,9,4,12,42.35521625,-71.06012863
98923,Larceny,C11,2018,9,4,19,42.30254239,-71.05956690000001
98924,Larceny,E18,2018,9,4,18,42.25592648,-71.12317207
98941,Larceny,E13,2018,9,4,18,42.35602373,-71.06177615
98949,Larceny,A1,2018,9,4,11,42.35997967,-71.05474135
98969,Larceny,C6,2018,9,4,17,42.32809966,-71.06321676
98973,Larceny,B2,2018,9,3,19,42.33094752,-71.08285104
98976,Larceny,D4,2018,9,4,16,42.34862382,-71.08277637
98977,Larceny,D4,2018,9,4,17,42.35172174,-71.08624608
98981,Larceny,A1,2018,9,4,9,42.36031809,-71.06690755
98984,Larceny,A15,2018,9,4,11,42.3791344,-71.06685375
98989,Larceny,A1,2018,9,4,16,42.33401829,-71.07638124
99002,Larceny,B2,2018,9,4,15,42.30938437,-71.08262277
99019,Larceny,D4,2018,9,4,14,42.34439568,-71.08632016
99038,Larceny,D4,2018,9,4,13,42.35059717,-71.07881031
99044,Larceny,D4,2018,9,4,13,42.33816387,-71.07461217
99062,Larceny,A1,2018,9,4,11,42.35997967,-71.05474135
99068,Larceny,A1,2018,9,5,10,42.35344834,-71.05658072
99074,Larceny,B2,2018,8,6,10,42.33013124,-71.10138008
99105,Larceny,B3,2018,9,4,10,42.26994732,-71.09380308
99149,Larceny,D4,2018,9,4,7,42.34439568,-71.08632016
99190,Larceny,A7,2018,9,3,22,42.37670946,-71.03176211
99200,Larceny,D14,2018,9,3,13,42.34531664,-71.14298078
99203,Larceny,C6,2018,9,3,21,42.32696647,-71.06198607
99213,Larceny,D14,2018,9,3,12,42.35124218,-71.12616899
99228,Larceny,E18,2018,9,3,19,42.25592648,-71.12317207
99251,Larceny,D4,2018,9,3,17,42.34601613,-71.0938121
99270,Larceny,A1,2018,9,3,17,42.35997967,-71.05474135
99300,Larceny,C6,2018,9,3,15,42.347972399999996,-71.07849582
99301,Larceny,D4,2018,9,3,15,42.35095909,-71.0741278
99307,Larceny,D4,2018,9,3,15,42.34442266,-71.09833083
99316,Larceny,D14,2018,9,2,20,42.35042609,-71.16637332
99347,Larceny,D4,2018,9,7,17,42.35176179,-71.07452168
99368,Larceny,D4,2018,9,6,10,42.335482,-71.07586449
99377,Larceny,A7,2018,7,1,1,42.39035323,-71.00519109999999
99383,Larceny,D14,2018,9,7,14,42.35182446,-71.13313369
99385,Larceny,B2,2018,9,3,13,42.3191711,-71.09192415
99386,Larceny,D14,2018,9,2,14,42.35124218,-71.12616899
99389,Larceny,C6,2018,9,7,17,42.347972399999996,-71.07849582
99411,Larceny,A7,2018,9,3,9,42.37716786,-71.02925745
99416,Larceny,D4,2018,9,3,8,42.34044966,-71.08845935
99418,Larceny,D4,2018,9,3,10,42.34862382,-71.08277637
99419,Larceny,D4,2018,9,3,10,42.34862382,-71.08277637
99420,Larceny,C11,2018,9,3,9,42.3036967,-71.07104897
99426,Larceny,C11,2018,9,6,17,42.28885932,-71.05318269
99445,Larceny,E18,2018,9,2,16,42.25353031,-71.13086205
99491,Larceny,A1,2018,9,3,2,42.35407456,-71.05533533
99514,Larceny,C11,2018,9,2,21,42.28832861,-71.05938355
99515,Larceny,C11,2018,9,2,22,42.30536545,-71.06812632
99526,Larceny,A1,2018,9,2,17,42.35103105,-71.06373331
99547,Larceny,C11,2018,9,2,17,42.31039358,-71.06399382
99585,Larceny,D4,2018,9,2,15,42.34143223,-71.06495494
99617,Larceny,C11,2018,9,3,11,42.27230624,-71.06721386
99622,Larceny,D4,2018,9,3,11,42.33581733,-71.07404383
99624,Larceny,A7,2018,9,2,15,42.36815918,-71.03438535
99661,Larceny,B2,2019,2,1,19,42.33044113,-71.08373481
99669,Larceny,B2,2018,9,2,11,42.31813233,-71.07470605
99683,Larceny,B2,2018,9,2,11,42.33044113,-71.08373481
99687,Larceny,B2,2018,9,2,11,42.33044113,-71.08373481
99689,Larceny,B2,2018,9,2,11,42.33506218,-71.09316781
99705,Larceny,C6,2018,9,1,14,42.34274131,-71.05735681
99722,Larceny,D4,2018,9,1,9,42.3416507,-71.08678957
99725,Larceny,C11,2018,9,1,18,42.31322413,-71.05715277
99731,Larceny,D4,2018,9,2,8,42.33401829,-71.07638124
99741,Larceny,E18,2018,9,1,8,42.26209214,-71.11670964
99753,Larceny,C11,2018,9,2,1,42.31930194,-71.05273762
99770,Larceny,A7,2018,9,1,22,42.36943145,-71.03917179
99801,Larceny,D4,2018,9,1,17,42.34153413,-71.08174368
99812,Larceny,E18,2018,9,1,18,42.28446743,-71.11183089
99815,Larceny,D4,2018,9,6,18,42.34932471,-71.08014801
99824,Larceny,A1,2018,9,1,14,42.3579919,-71.05730964
99827,Larceny,D4,2018,9,7,16,42.34642641,-71.10611411
99831,Larceny,D4,2018,9,1,15,42.35521625,-71.06012863
99837,Larceny,B2,2018,9,1,16,42.32756936,-71.10181691
99864,Larceny,B2,2018,9,1,16,42.311394799999995,-71.07384945
99868,Larceny,A1,2018,9,4,12,42.35106637,-71.06549569
99869,Larceny,A1,2018,9,1,15,42.35408145,-71.05977436
99876,Larceny,C6,2018,9,6,17,42.33793685,-71.05049793
99879,Larceny,D4,2018,9,5,18,42.34280177,-71.10069509999998
99880,Larceny,A1,2018,9,1,12,42.35680075,-71.05893025
99881,Larceny,A1,2018,9,1,15,42.35997967,-71.05474135
99905,Larceny,C6,2018,9,1,15,42.347972399999996,-71.07849582
99924,Larceny,D4,2018,9,6,11,42.34932471,-71.08014801
99930,Larceny,C11,2018,9,1,11,42.28492596,-71.07135254
99931,Larceny,D14,2018,9,1,10,42.35042609,-71.16637332
99932,Larceny,D14,2018,9,1,10,42.35042609,-71.16637332
99935,Larceny,B2,2018,9,7,2,42.32946443,-71.07496711
99936,Larceny,A1,2018,9,1,14,42.35648631,-71.05928145
99943,Larceny,D4,2018,9,5,15,42.34255587,-71.09807867
99944,Larceny,D4,2018,9,1,13,42.34501147,-71.07387169
99948,Larceny,A1,2018,9,1,13,42.35594239,-71.06258333
99949,Larceny,A1,2018,9,5,16,42.36341698,-71.05442364
99952,Larceny,A1,2018,9,1,13,42.36020464,-71.05620816
99954,Larceny,C6,2018,6,6,18,42.32648547,-71.05487817
99963,Larceny,D4,2018,9,1,13,42.34243945,-71.0844553
99975,Larceny,A1,2018,9,5,13,42.35647423,-71.07229568
99979,Larceny,D4,2018,9,1,12,42.34862382,-71.08277637
100070,Larceny,D4,2018,9,1,3,42.34877575,-71.09606805
100083,Larceny,D4,2018,9,6,20,42.35287295,-71.07118968
100090,Larceny,A7,2018,9,7,22,42.37421104,-71.03918485
100119,Larceny,D14,2018,9,3,20,42.35043273,-71.1271048
100126,Larceny,B2,2018,9,7,9,42.33311189,-71.0727637
100144,Larceny,B3,2018,9,7,17,42.30316091,-71.08515552
100154,Larceny,B2,2018,9,7,18,42.32809966,-71.06321676
100168,Larceny,A1,2018,9,6,20,42.35427162,-71.06838613
100181,Larceny,D4,2018,9,7,14,42.34442266,-71.09833083
100185,Larceny,B3,2018,9,7,15,42.28187061,-71.08751152
100192,Larceny,A1,2018,9,7,14,42.35961316,-71.05195809
100203,Larceny,C11,2018,9,7,14,42.28512354,-71.04405667
100204,Larceny,B2,2018,9,7,14,42.32882991,-71.08144379
100222,Larceny,D14,2018,9,4,21,42.35062549,-71.15133403
100239,Larceny,D4,2018,9,6,21,42.34227697,-71.09517472
100278,Larceny,D4,2018,9,6,10,42.34238488,-71.09034878
100285,Larceny,A1,2018,9,7,6,42.35892253,-71.05635419
100324,Larceny,A7,2018,9,7,0,42.37421104,-71.03918485
100327,Larceny,D4,2018,9,6,23,42.35287295,-71.07118968
100331,Larceny,B2,2018,8,5,0,42.32795652,-71.10526297
100372,Larceny,A1,2018,9,6,20,42.35997967,-71.05474135
100375,Larceny,D4,2018,9,6,13,42.34280177,-71.10069509999998
100385,Larceny,E13,2018,9,6,20,42.30482874,-71.11338552
100388,Larceny,D4,2018,9,6,19,42.34416701,-71.10359107
100393,Larceny,A1,2018,9,6,18,42.35997967,-71.05474135
100395,Larceny,A1,2018,9,6,19,42.35540738,-71.06312433
100396,Larceny,D4,2018,9,5,15,42.35059717,-71.07881031
100407,Larceny,D14,2018,9,5,7,42.35373919,-71.1620848
100413,Larceny,C11,2018,9,6,17,42.28410589,-71.04608937
100425,Larceny,D4,2018,9,6,11,42.33767953,-71.07529119
